,브랜드명,중분류업종,창업비용(단위:천원),본사업력(년),본사부채비율(%),수익성,공정성,성장성,안정성
4468,스토리판,한식,137400,23,201,4,3,4,4
4469,쌀로요리한닭SSalDDak,치킨,77471,14,79,3,3,2,3
4470,카페,커피,200470,6,1742,3,3,5,5
4471,더철판삼겹,기타 외식,29600,3,128,3,3,0,3
4472,BALENA,커피,309000,3,1581,3,3,0,5
4473,천안명물호도원,제과제빵,51370,16,755,3,3,3,5
4474,오메야,한식,137000,10,13,4,3,2,2
4475,엘제이커피(LJ,커피,60410,5,-981,2,3,4,1
4476,밀팟,아이스크림/빙수,178800,12,-194,5,3,5,1
4477,팔당반점,중식,203210,5,52828,5,3,4,5
4478,후앙베이커리,제과제빵,338000,8,169,5,3,0,4
4479,베네치아(VENEZIA),서양식,417100,13,145,2,3,2,4
4480,구공족발,기타 외식,50730,3,1016,2,3,0,5
4481,섬마을치킨,치킨,40150,9,538,1,3,4,5
4482,에이프릴마켓,서양식,318100,12,44,3,3,1,2
4483,효소원순두부와청국장그리고찜,한식,77250,14,-170,1,3,2,1
4484,"쉼,",주점,61300,3,141,1,3,0,4
4485,달인우동,분식,68450,7,18,4,3,5,2
4486,강릉장칼집,한식,120042,7,-127,2,3,2,1
4487,대성명태가명태마을,한식,79550,9,9,5,3,3,2
4488,코르바니,서양식,77550,4,-462,2,3,4,1
4489,본동네추어탕,한식,84000,5,125,5,3,3,3
4490,마루돈스텍,기타 외국식,91850,17,30,5,3,3,2
4491,어부홍씨물회,기타 외식,99100,21,2,4,3,3,2
4492,선어도,한식,90800,9,-1127,2,3,1,1
4493,김수미의엄마손맛,기타 외식,114950,3,-312,1,3,0,1
4494,그레야마더지,서양식,138630,3,1508,2,3,0,5
4495,마포옥고급소갈비,한식,86075,8,1472,1,3,2,5
4496,벤티프레소,커피,59056,5,546,4,3,3,5
4497,불로만돈까스팜,분식,116100,25,278,3,3,2,4
4498,야먹자,주점,114500,8,-275,3,3,5,1
4499,지단분식,분식,52600,6,-160,1,3,3,1
4500,오쎈치킨,치킨,70750,10,12,5,3,2,2
4501,좋구먼국밥,한식,110550,18,-222,3,3,2,1
4502,신순애우동,분식,84300,9,2,5,3,2,2
4503,일미불고기도시락,기타 외식,60400,7,-378,1,3,0,1
4504,사천신짬뽕,중식,66650,20,383,5,3,4,5
4505,빌런,주점,192500,3,12,5,3,0,2
4506,후후,기타 외식,65170,32,212,3,3,3,4
4507,어도락,한식,57250,10,-239,1,3,5,1
4508,불굴의떡볶이,분식,43800,14,83,3,3,2,3
4509,하루의,주점,97700,3,7563,2,3,0,5
4510,컨테이너피플,분식,60550,4,-201,1,3,5,1
4511,화동옥,한식,123800,9,523,4,3,5,5
4512,교자킹,기타 외식,124130,8,546,1,3,2,5
4513,삼삼막창1994,한식,65350,3,-375,1,3,0,1
4514,거주옥,일식,97050,5,-1,5,3,2,1
4515,류근모와열명의농부,한식,246070,8,4460,1,3,3,5
4516,스미비부타동,일식,79230,3,-1101,4,3,5,1
4517,김영달의,분식,81178,4,14,5,3,4,2
4518,masalmi(마샐미),기타 외식,70200,7,-3947,2,3,0,1
4519,현덕대창,한식,149400,7,141,5,3,4,4
4520,꼬춧집,한식,91265,14,386,1,3,1,5
4521,스마일디저트,커피,93000,7,-501,1,3,0,1
4522,절구미집,한식,138640,29,71,3,3,3,3
4523,씨베리안치킨,치킨,126550,29,151,4,3,3,4
4524,한국본갈비,기타 외식,414270,29,151,4,3,3,4
4525,토향촌,한식,112850,11,611,4,3,3,5
4526,송송당,분식,85710,13,196,2,3,2,4
4527,부원남광식당,한식,60850,7,127,1,3,0,3
4528,런던카페,커피,207600,7,63,4,3,4,3
4529,포세븐,기타 외국식,85650,20,112,3,3,1,3
4530,백세면사무소,기타 외식,109150,3,100,3,3,0,3
4531,치라시스시,일식,67500,26,64,2,3,2,3
4532,농부바게트,제과제빵,55900,3,1301,3,3,0,5
4533,국제빵집,제과제빵,75040,7,255,4,3,0,4
4534,비엔나핫도그,패스트푸드,34100,8,-121,4,3,3,1
4535,고철상,기타 외식,132800,6,66,5,3,2,3
4536,정미소맥주,주점,73600,5,375,4,3,4,5
4537,한상바오와갈비,한식,175104,6,-181,1,3,0,1
4538,월매뜨레,분식,56000,4,1489,3,3,5,5
4539,밥생각,한식,72400,8,-225,1,3,5,1
4540,팔팔문어,기타 외식,59000,11,12,4,3,3,2
4541,돈과채,한식,116300,10,5,5,3,3,2
4542,해운대153해물칼국수,한식,150300,3,-942,1,3,0,1
4543,무인다방,커피,53460,3,-640,1,3,0,1
4544,밥앤국,한식,65700,24,2922,3,3,1,5
4545,광천집,기타 외식,65450,10,35,5,3,2,2
4546,사랑탕,한식,74490,10,-522,2,3,1,1
4547,에잇코너스(EIGHT,음료 (커피 외),102330,8,47,4,3,4,2
4548,새우상회,한식,94650,8,701,4,3,5,5
4549,이한규의,기타 외식,34190,13,2214,2,3,1,5
4550,서울김밥,분식,53150,7,5,5,3,3,2
4551,디쉬룸,커피,209960,9,132,4,3,4,4
4552,기와,한식,137650,8,59,5,3,4,3
4553,퍼니퍼니,기타 외식,173226,17,74,1,3,1,3
4554,멸치가살아있는국수,분식,74260,7,1288,3,3,1,5
4555,대세박목살,한식,76810,8,-360,1,3,1,1
4556,감성호프,주점,79000,3,6,1,3,0,2
4557,보족애,한식,154620,17,394,2,3,3,5
4558,RCC,치킨,43911,5,-298,1,3,5,1
4559,위대한카츠비,일식,78350,3,40,3,3,0,2
4560,힐스커피(HILLS,커피,66500,24,459,2,3,2,5
4561,1990,한식,81420,10,-522,2,3,1,1
4562,대만풍미단카스테,제과제빵,48200,9,3692,1,3,2,5
4563,안춘배씨,주점,73150,10,18,2,3,1,2
4564,에프티프렌즈파머스테이블(FTFriends파머스테이블),기타 외식,320700,3,-172,1,3,0,1
4565,닥터박스(Dr.BOX),기타 외식,89780,19,95,4,3,3,3
4566,목포어묵오선당,한식,68800,3,-16485,2,3,0,1
4567,춘이네,한식,83500,4,229,4,3,5,4
4568,구웠닭,치킨,84500,5,564,4,3,5,5
4569,가평다하랑,한식,105300,6,157,3,3,4,4
4570,서백자와허규일,한식,127170,8,68,1,3,0,3
4571,빵쌤(BBANGSSAEM),제과제빵,247000,4,91,5,3,0,3
4572,달려라짬뽕,기타 외식,103320,7,-319,1,3,1,1
4573,풍년인카페,음료 (커피 외),115000,18,195,3,3,2,4
4574,찬장,한식,177900,105,156,4,3,5,4
4575,꾸아(Qua),기타 외국식,79800,3,24,5,3,0,2
4576,내고향막창,한식,50450,16,-280,5,3,4,1
4577,돈쿡,분식,95300,21,112,4,3,3,3
4578,임대장,한식,76400,3,113,2,3,0,3
4579,황태장인,한식,71200,9,-155,5,3,3,1
4580,만덕식당,기타 외식,83200,7,-6079,2,3,1,1
4581,행포케(HANG,기타 외식,72960,3,129,5,3,5,3
4582,오지버거,패스트푸드,158970,3,10,1,3,0,2
4583,원키친,기타 외식,121295,29,78,4,3,4,3
4584,우럭쌀롱,기타 외식,77900,9,46,5,3,2,2
4585,하르빈,기타 외국식,118500,9,19,5,3,5,2
4586,대천국밥,한식,69400,7,141,5,3,4,4
4587,전일맥주,주점,91100,3,54,5,3,0,3
4588,박봉구가래떡볶이,분식,33935,7,221,1,3,1,4
4589,배달은,한식,67986,3,25,1,3,0,2
4590,카페오미니,커피,59805,4,-284,1,3,0,1
4591,마리되야지,한식,110886,3,13,2,3,0,2
4592,오대봉,기타 외식,217850,10,-119,1,3,1,1
4593,버거베어,패스트푸드,95800,4,290,4,3,5,4
4594,일팔양대창,기타 외식,60850,4,10,5,3,0,2
4595,제주애월카츠,기타 외식,119600,3,602,1,3,0,5
4596,덕산고덕갈비,기타 외식,149062,7,172,5,3,0,4
4597,유부공방,일식,108050,3,602,1,3,0,5
4598,홍싸부중화비빔밥,중식,77350,3,50,2,3,0,2
4599,카페606,커피,48480,7,147,5,3,2,4
4600,부자돼지,기타 외식,106150,16,441,4,3,2,5
4601,쿠바프레소,커피,54450,7,-265,1,3,0,1
4602,모찌에,기타 외식,70200,7,670,1,3,0,5
4603,포천삽불고기,기타 외식,50950,12,248,2,3,2,4
4604,차유,중식,89000,9,-360,1,3,5,1
4605,양파링,주점,97400,3,83,5,3,0,3
4606,태화분식관[대기만성],분식,70100,3,587,4,3,0,5
4607,근대화통닭,치킨,28850,6,10,1,3,2,2
4608,따복따복,한식,71480,8,21,4,3,0,2
4609,포포돈카츠,기타 외식,82450,20,90,2,3,1,3
4610,카페,커피,181500,5,-279,1,3,2,1
4611,간성,중식,138070,3,77,3,3,0,3
4612,달라커피,커피,56100,5,252,5,3,5,4
4613,청정가,기타 외식,639750,8,-601,1,3,5,1
4614,슾맵네,기타 외식,51631,17,333,2,3,4,4
4615,황소야,한식,68630,8,8505,2,3,0,5
4616,돼갈박,기타 외식,65450,15,3,5,3,3,2
4617,수페부엌,서양식,185700,10,41,5,3,4,2
4618,#힘이나는커피생활,커피,72290,3,-143,5,3,0,1
4619,금산곰탕,한식,175000,7,11,5,3,3,2
4620,파운데이,제과제빵,79550,4,-979,3,3,5,1
4621,열정도,기타 외식,64162,5,-298,1,3,5,1
4622,오골계선생,치킨,172800,10,1,5,3,3,2
4623,용호동낙지,한식,106700,7,843,2,3,2,5
4624,출출한세상핫도그,패스트푸드,38860,12,203,3,3,4,4
4625,고팥슈,커피,60300,6,10,1,3,3,2
4626,중앙동실비집쭈꾸미,한식,45350,7,-235,1,3,0,1
4627,천지감자탕,한식,106900,7,5371,5,3,3,5
4628,루아,커피,107300,6,351,3,3,3,5
4629,포25(PHO25),기타 외국식,87570,3,4,2,3,0,2
4630,JVL감성떡볶이,분식,70100,8,-203,1,3,2,1
4631,JVL직화삼겹살&야식,한식,70350,8,-203,1,3,2,1
4632,김병창의,일식,188750,6,10,5,3,4,2
4633,티가렛,음료 (커피 외),48100,3,2,2,3,0,2
4634,당산부대명태마을,한식,75800,15,-389,5,3,3,1
4635,지씨,제과제빵,462650,3,187,3,3,0,4
4636,아이스윗,제과제빵,33900,23,543,2,3,1,5
4637,떡찌니떡볶이,분식,75150,11,-4054,3,3,3,1
4638,코야코,일식,62380,11,7,4,3,2,2
4639,꾸덕집,한식,0,4,-687,1,3,0,1
4640,삼시집밥,한식,34550,3,118,5,3,0,3
4641,돝랑,한식,89200,20,94,5,3,3,3
4642,육칠팔,한식,120989,16,58,1,3,2,3
4643,카페쌔미(CAFE,기타 외식,114400,3,-517,1,3,0,1
4644,강민주의들밥,한식,196050,3,94,5,3,0,3
4645,WSTYLE,제과제빵,307950,4,183,4,3,5,4
4646,족발보감,한식,58850,3,2,3,3,0,2
4647,공일,패스트푸드,47300,7,5,5,3,4,2
4648,메밀당막국수,한식,68200,4,1090,2,3,5,5
4649,몬스터,서양식,176600,8,7,5,3,3,2
4650,나는자연닭이다,치킨,36750,3,23,2,3,0,2
4651,디저트스튜디오,기타 외식,73500,7,-194,1,3,2,1
4652,서울빙수,아이스크림/빙수,72400,7,-194,1,3,2,1
4653,오형제떡공방,기타 외식,74600,7,-194,1,3,2,1
4654,잇츠레빗테이블,기타 외식,72400,7,-194,1,3,2,1
4655,에그바른,패스트푸드,55600,12,3402,1,3,2,5
4656,라멘천하,일식,53820,9,10,5,3,1,2
4657,커피네이션,커피,8400,9,20,2,3,3,2
4658,카우보이,치킨,121500,3,92,2,3,0,3
4659,소로야,주점,47770,12,43,2,3,3,2
4660,라라치킨,치킨,81650,6,-2439,2,3,0,1
4661,서비스포유,커피,53020,8,-422,1,3,5,1
4662,옥사장집밥,한식,53600,3,257,1,3,0,4
4663,콩밭골순두부,한식,106400,14,46,5,3,3,2
4664,떡빙,한식,91300,19,676,2,3,3,5
4665,스푼더스트릿,기타 외식,363100,10,-522,2,3,1,1
4666,보슬보슬,분식,115310,3,-395,1,3,0,1
4667,황금리브런치,서양식,251402,13,285,2,3,1,4
4668,콜드스톤,아이스크림/빙수,121006,22,166,2,3,2,4
4669,잉쓰(YINGSS),주점,117200,6,22225,2,3,1,5
4670,문호리팥죽,한식,128700,15,14,5,3,3,2
4671,텐공텐공비어,주점,45650,11,54,2,3,5,3
4672,CROCRO,제과제빵,75950,8,-584,1,3,1,1
4673,익살스런,커피,296000,14,1483,3,3,2,5
4674,통전뚝배기,한식,62810,7,-705,4,3,5,1
4675,티니호박,제과제빵,77250,11,228,2,3,3,4
4676,프레드릭,제과제빵,36650,5,-430,1,3,1,1
4677,한채쭈꾸미,한식,219052,5,43,5,3,4,2
4678,헬로티황차,음료 (커피 외),92636000,6,284,1,3,5,5
4679,마담잔기지떡,기타 외식,149400,3,170,2,3,0,4
4680,감자탕의,한식,114100,13,59,5,3,3,3
4681,블랙루머,기타 외식,94300,4,1566,1,3,0,5
4682,오늘도덮밥,한식,52950,8,967,2,3,2,5
4683,청년조개,한식,110228,8,6,5,3,3,2
4684,김달인,한식,61500,12,-3564,1,3,4,1
4685,춘이네,치킨,100900,6,9,4,3,0,2
4686,거부기식당,한식,88570,7,156,3,3,4,4
4687,와사라,주점,101470,17,39,1,3,2,2
4688,리얼빈스,커피,61090,17,-1157,5,3,4,1
4689,이바돔,한식,184300,23,201,4,3,4,4
4690,맘모커피앤펍(Mommo,커피,129650,10,154,5,3,2,4
4691,삼원돈,한식,105100,19,1219,1,3,1,5
4692,도씨아사이(DOCE,기타 외식,61500,12,-3564,1,3,4,1
4693,베이크럽,패스트푸드,66910,10,-624,2,3,1,1
4694,육오삼십,한식,77800,10,4,5,3,3,2
4695,밀가촌국수,한식,65250,13,6,5,3,4,2
4696,동대문엽떡스쿨존,분식,55990,9,-2879,1,3,0,1
4697,쿠키프렌즈카페,커피,459450,6,-243,1,3,2,1
4698,쭈꾸미한판,한식,138200,11,377,3,3,4,5
4699,면박사의2000국수,분식,60550,9,-188,4,3,3,1
4700,진상미味,한식,109500,7,66,4,3,4,3
4701,미포참새조개찜,한식,113220,12,28,5,3,1,2
4702,샘라파스타,서양식,55350,6,72,3,3,5,3
4703,그래죽,한식,44700,11,377,3,3,1,5
4704,달다곰이,음료 (커피 외),70100,3,44,3,3,0,2
4705,엔테이블(nTable),한식,423050,33,83,2,3,3,3
4706,내이름은장어,기타 외식,59390,4,1426,2,3,5,5
4707,더베리와플,제과제빵,61300,14,50,5,3,2,2
4708,빽돈,한식,60800,4,-36710,4,3,5,1
4709,준스피자,피자,95050,14,10,5,3,4,2
4710,크림팝(CREAMPOP),기타 외식,120110,19,162,3,3,2,4
4711,닥터비어,주점,71400,9,274,2,3,1,4
4712,소프레소(SOPRESSO),커피,61500,12,-3564,1,3,4,1
4713,메일빈24,커피,39600,7,38,5,3,4,2
4714,장모족발시크릿레시피,한식,114300,10,12,5,3,3,2
4715,모서리집,한식,61740,12,365,3,3,4,5
4716,지옥떡볶이,분식,45800,9,2,5,3,1,2
4717,풍덕천,주점,102300,7,331,2,3,2,4
4718,보약밥상현미김밥,분식,67450,10,1,2,3,0,2
4719,어두리,한식,54400,12,20,4,3,3,2
4720,용천통닭,치킨,46200,24,358,5,3,3,5
4721,도리토리,기타 외식,84270,8,198,3,3,1,4
4722,NEW,기타 외식,91300,6,19,1,3,0,2
4723,#서울떡볶이,분식,57990,5,-1054,1,3,0,1
4724,샐러드,기타 외국식,111900,7,-358,2,3,1,1
4725,꼬치친구7942,기타 외식,58100,8,18,5,3,2,2
4726,미유커피(Miu,커피,168550,9,-162,1,3,0,1
4727,인생비빔밥,한식,49300,14,11,2,3,1,2
4728,샤브르(savoureux),패스트푸드,91000,8,121,5,3,0,3
4729,화수브루어리,주점,92572,5,317,3,3,2,4
4730,킴스패밀리화덕족발앤화덕피자,피자,76335,8,9,3,3,2,2
4731,레트로키친,기타 외식,188500,12,16,5,3,3,2
4732,치덕스,기타 외식,53400,16,259,2,3,3,4
4733,수완닭발통닭,치킨,121600,6,43,5,3,4,2
4734,홍중라좡훠궈,기타 외식,105700,8,31,5,3,1,2
4735,루프트커피(LUFT,커피,195360,5,51,3,3,1,2
4736,Smith,커피,48200,13,47,4,3,3,2
4737,설화,아이스크림/빙수,110250,20,29,2,3,3,2
4738,순례국밥,한식,89000,8,225,3,3,4,4
4739,카페브루빈(cafe,커피,123000,8,26,2,3,1,2
4740,청양신양푼이동태탕,한식,129050,12,2,5,3,3,2
4741,바스티유,기타 외식,171550,9,34,2,3,5,2
4742,김경오,제과제빵,368050,4,936,3,3,5,5
4743,쉐프가만든떡볶이,분식,60000,4,-1067,1,3,5,1
4744,웰캄투서울1960,기타 외식,90550,11,139,5,3,5,3
4745,독고다이,한식,77600,3,-705,1,3,0,1
4746,와피,기타 외식,45500,7,646,2,3,4,5
4747,미추냉삼,한식,120390,8,1472,1,3,2,5
4748,더제임스스톤,서양식,113400,9,-612,1,3,0,1
4749,모듬촌닭,치킨,41600,12,1212,4,3,2,5
4750,누비다,한식,61950,11,22,4,3,4,2
4751,쉐프의,중식,10200,3,368,4,3,0,5
4752,따순기미,제과제빵,238750,4,936,3,3,5,5
4753,버거맘,패스트푸드,69750,4,35,4,3,2,2
4754,와우소갈비,한식,149600,9,-254,2,3,5,1
4755,족발집배원,기타 외식,128480,10,-2757,5,3,3,1
4756,한옥떡갈비,기타 외식,160390,9,210,2,3,2,4
4757,인생김치찌개,한식,49300,14,11,2,3,1,2
4758,오로지순쌀국수,기타 외식,91100,9,4,2,3,0,2
4759,바른생각,기타 외식,126200,9,-191,1,3,0,1
4760,브릭오븐,피자,221300,10,50,5,3,4,3
4761,어니스트식스티(HONEST,서양식,82685,7,45,5,3,3,2
4762,스톤,한식,161400,7,45,5,3,5,2
4763,빛뜰,한식,417800,13,37,5,3,4,2
4764,델리파이브,서양식,76030,6,-210,1,3,0,1
4765,조홍재,한식,109700,5,49,5,3,5,2
4766,신품떡볶이,분식,33130,8,4,5,3,3,2
4767,ALI⋆KENYA⋆STAR(알리케냐스타)커피,커피,166900,3,-740,2,3,0,1
4768,복을식당,한식,99827,10,781,1,3,4,5
4769,247라운지,주점,447750,13,-165,5,3,3,1
4770,아노후식공장,제과제빵,164150,11,413,5,3,5,5
4771,광평도새기촌,기타 외식,100200,12,-113,5,3,1,1
4772,1984,한식,56650,3,-3211,2,3,0,1
4773,호윤가,분식,125120,12,697,2,3,2,5
4774,설화당,아이스크림/빙수,188300,10,-143,1,3,1,1
4775,도시의작은가게,서양식,69550,13,-126,1,3,2,1
4776,해장님,한식,159000,9,177,5,3,4,4
4777,퐁닭,치킨,70860,10,-239,1,3,1,1
4778,커피앤초코,커피,182430,11,-274,1,3,1,1
4779,을찌로정,한식,74908,6,-255,1,3,1,1
4780,정국수,기타 외식,101100,7,123,4,3,4,3
4781,탭퍼블릭(TAP,주점,465730,6,-11098,2,3,0,1
4782,토향,한식,125100,6,34,2,3,3,2
4783,김밥상,한식,103250,8,-520,1,3,0,1
4784,카오리,주점,82300,20,383,5,3,4,5
4785,곱창이최고예요,한식,137020,11,4,5,3,4,2
4786,에쿠스막창,한식,63500,17,9,5,3,2,2
4787,왓더피자,피자,94400,5,-140,1,3,5,1
4788,제주흑돈세상,한식,107400,11,14,5,3,4,2
4789,멜퀸,아이스크림/빙수,60700,10,444,2,3,1,5
4790,달러커피&베이커리,커피,65900,4,88,4,3,0,3
4791,명태네,패스트푸드,49490,16,9,5,3,3,2
4792,돈불1971,한식,71950,13,14,5,3,2,2
4793,홍순우,기타 외식,71940,2,12,1,3,0,2
4794,학담,기타 외식,99600,7,67,5,3,4,3
4795,일층집,기타 외식,121740,5,3034,3,3,2,5
4796,노과장의,서양식,58300,12,262,4,3,5,4
4797,알프스,커피,334500,10,-101,1,3,5,1
4798,컴바이(COMEBUY),음료 (커피 외),167300,10,-428,1,3,0,1
4799,마이크로,커피,13800,3,-247,1,3,0,1
4800,청담할매맥주,주점,74600,15,-157,1,3,1,1
4801,와이,음료 (커피 외),154480,10,187,2,3,0,4
4802,커피작(COFFEE,커피,74490,12,363,3,3,3,5
4803,두마리아빠통닭,치킨,53350,11,-332,1,3,1,1
4804,카페카우아이,커피,111810,13,179,3,3,2,4
4805,리북집,한식,177900,6,17,4,3,0,2
4806,제이스그릴(Jay's,기타 외식,72500,6,-245,1,3,0,1
4807,타이팟(Thai,기타 외국식,57200,10,-170,1,3,1,1
4808,돈까스팩토리,기타 외식,127575,14,47,2,3,2,2
4809,마마롤,분식,83600,5,81,1,3,0,3
4810,한마당,한식,107390,10,2279,4,3,5,5
4811,스탠딩토스트,패스트푸드,61510,13,196,2,3,2,4
4812,한국밥,한식,107390,10,-108,1,3,4,1
4813,누룽씬,기타 외식,147450,6,232,5,3,3,4
4814,오사카그릴,일식,60300,18,1199,2,3,2,5
4815,닭씨름협회,치킨,32250,7,278,3,3,2,4
4816,와쿠도키,일식,194700,12,146,4,3,4,4
4817,뽕선생,중식,60000,17,187,3,3,3,4
4818,김팔이,기타 외식,57580,17,202,3,3,3,4
4819,알파구이,한식,157476,29,151,4,3,3,4
4820,동네수을,주점,51170,15,144,5,3,4,4
4821,불로떼맛갈비쪽갈비,기타 외식,87370,13,156,4,3,3,4
4822,빠스타레,서양식,260120,13,18469,5,3,5,5
4823,티컬렉티브(TEA,음료 (커피 외),117378,6,582,3,3,5,5
4824,미돈미가,분식,209600,22,92,3,3,3,3
4825,청담골추어탕,한식,116400,5,4,5,3,2,2
4826,분식의신,분식,55600,9,338,2,3,1,4
4827,마카오반점0410,중식,117490,29,59,3,3,3,3
4828,쭈대장,한식,102000,9,6,4,3,5,2
4829,Cafe109(카페109),커피,52900,4,-191,5,3,5,1
4830,통부심,한식,85150,6,4,5,3,5,2
4831,한쌈,기타 외식,244200,3,32,1,3,0,2
4832,우면당,한식,66900,5,-824,1,3,2,1
4833,카페스팟(cafe,커피,70890,15,386,3,3,4,5
4834,오므토토마토,기타 외식,198750,27,317,2,3,1,4
4835,국민치킨,치킨,78700,14,-366,3,3,4,1
4836,인생냉면,한식,5500,14,11,2,3,1,2
4837,삼다돈,기타 외식,70650,12,728,2,3,4,5
4838,펄스에잇(PULSE,커피,59541,3,369,4,3,0,5
4839,화통,한식,149972,10,-415,3,3,3,1
4840,낭만꿀때지,한식,157300,10,417,4,3,2,5
4841,더플레이트,서양식,127100,9,1472,2,3,3,5
4842,스노티,패스트푸드,152400,9,-399,1,3,0,1
4843,샤부르(SAVOUREUX),기타 외식,85500,10,-320,1,3,0,1
4844,무한돈육92,한식,97700,7,-2782,1,3,0,1
4845,황진이순대국,한식,63600,4,48,5,3,5,2
4846,시네화덕피자&커피,기타 외식,80900,7,54,5,3,4,3
4847,샵인샵팩토리,한식,37850,12,-730,1,3,1,1
4848,정읍옛날김밥,분식,60700,6,125,4,3,4,3
4849,착한포차,주점,83320,11,4,5,3,3,2
4850,70연탄구이,한식,85050,7,6,5,3,2,2
4851,육현방,한식,85791,7,110,2,3,4,3
4852,진주냉면,한식,208900,4,530,2,3,5,5
4853,아프리카커피초콜릿,커피,77100,8,438,1,3,0,5
4854,포으니,기타 외국식,57700,10,258,3,3,3,4
4855,바스버거,패스트푸드,153000,9,34,2,3,5,2
4856,료리집,한식,118479,5,17,1,3,0,2
4857,제순식당,한식,80399,29,78,4,3,4,3
4858,리또르,서양식,205400,4,329,4,3,0,4
4859,강남꼬치1번가,기타 외식,46926,10,-159,2,3,1,1
4860,태왁도시락,기타 외식,86272,6,-323,2,3,3,1
4861,서울촌,한식,81650,16,-212,1,3,1,1
4862,순전,한식,83300,5,507,3,3,4,5
4863,부흥동태,한식,150800,5,3433,2,3,0,5
4864,몬스터에일(MONSTER,피자,109850,6,15,4,3,4,2
4865,거북이의,커피,97000,9,1179,5,3,5,5
4866,공중부양물갈비,한식,107639,8,15,5,3,4,2
4867,족발상회,기타 외식,119300,9,31,5,3,3,2
4868,연탄꽃갈비,한식,107303,5,5,5,3,3,2
4869,몬테벨로,제과제빵,167380,30,101,3,3,3,3
4870,하회당,한식,57890,5,-148,1,3,1,1
4871,우사,한식,190600,7,42,5,3,2,2
4872,두총각,한식,107806,10,37,5,3,4,2
4873,소금빛풍천장어,기타 외식,137200,18,14,5,3,2,2
4874,천하무족,한식,88415,14,64,5,3,4,3
4875,허경환의꼬치킹,기타 외식,55900,9,-185,1,3,0,1
4876,망고몬스터,아이스크림/빙수,118300,10,37,2,3,1,2
4877,전주한옥마을콩나물국밥한콩,한식,88000,9,142,1,3,0,4
4878,안동소머리곰탕,한식,175200,9,26,5,3,2,2
4879,이가참숯닭갈비,한식,87800,11,7,5,3,1,2
4880,광안천지식당,한식,56340,4,4,5,3,5,2
4881,나루국밥,한식,104350,5,799,2,3,5,5
4882,갈비토대왕,한식,56350,7,307,2,3,2,4
4883,피자시대,피자,53260,6,637,2,3,2,5
4884,대림국수,분식,79200,3,-486,1,3,0,1
4885,최원자서해해물칼국수,한식,60410,11,9,5,3,5,2
4886,도심불고기,한식,139400,18,161,5,3,2,4
